clnt_id,grey_goose_F0,grey_goose_F1,grey_goose_F2,grey_goose_F3,grey_goose_F4,goose_agg_0,goose_agg_1,goose_agg_2,goose_agg_3,goose_agg_4,goose_agg_5,goose_agg_6,goose_agg_7,goose_agg_8,goose_agg_9,goose_agg_10,goose_agg_11,goose_agg_12,goose_agg_13,goose_agg_14,goose_agg_15,goose_agg_16,goose_agg_17,goose_agg_18,goose_agg_19,goose_agg_20,goose_agg_21,goose_agg_22,goose_agg_23,goose_agg_24,goose_agg_25,goose_agg_26,goose_agg_27,goose_agg_28,goose_agg_29,wild_goose_A_0,wild_goose_A_1,wild_goose_A_2,wild_goose_A_3,wild_goose_A_4,wild_goose_A_5,wild_goose_A_6,wild_goose_A_7,wild_goose_A_8,wild_goose_A_9
2659,0,0,0,0,1,46,-121789,6895.94768602812,49,6824.04575327709,-122289,-25000,-123789,-4637.13333333333,7950.48680159605,17,-2647.58695652174,-2601.89361702128,48,10,-2647.58695652174,36,48,49,35,-70057,16,10,-33000,-4209.23529411765,-33000,47,10,37,46,,11479.5823364375,-25000,,,,,,,1
2809,1,0,0,1,1,39,-95883,5249.97521062524,45,5143.37380614671,-91087,-17940,-96537,-3950.36363636364,5161.98200835158,11,-2326.48717948718,-2168.7380952381,44,3,-2591.43243243243,36,44,45,34,-43454,11,3,-25000,-3950.36363636364,-25000,42,3,38,39,,6074.21127938983,-17940,,,,,,,3
4989,0,1,1,0,1,358,-828297,10144.6715129663,416,9952.4529207884,-694148,-14000,-886086,-2224.02777777778,3312.16941366323,41,-1874.85474860335,-1802.98181818182,403,20,-2502.40785498489,140,403,416,130,-91419,39,20,-115000,-2424.85365853659,-115000,385,20,147,358,,3747.98634824977,-12000,-8270.28571428571,15258,,,2,3174.2644070148,10
4692,1,1,0,1,0,233,-1710979,26788.2560610748,266,26300.6292354695,-709696,-65270,-1788535,-6133.54347826087,11176.7332856875,55,-2993.3347639485,-2794.07874015748,262,19,-9666.54802259887,117,262,266,107,-316560,53,19,-263450,-5828.36363636364,-263450,254,18,121,233,16524.8561062822,6796.9588879005,-25000,-11657.3,153816,2,-103,,13052.6041160193,8
2534,1,1,0,0,0,179,-453745,11738.4004553074,193,11738.4004553074,-452188,-16000,-580929,-3607.4375,23782.2213009499,17,-1815.66480446927,-2342.94300518135,193,25,-2853.74213836478,119,193,193,110,-157719,17,25,-1e+05,-9277.58823529412,-1e+05,193,24,119,179,,2890.24387667662,-6000,-8160.71428571429,1000,,,,1060.66017177982,14
2804,1,1,0,1,1,391,-730420,7410.03428681881,462,8212.45313230738,-143000,-1e+05,-979593,-3423.40677966102,12569.5087225948,68,-111.148337595908,-348.780487804878,447,22,-2111.04046242775,146,447,462,138,-241940,64,22,-1e+05,-3606.47058823529,-1e+05,410,22,154,391,9192.38815542512,11406.2776837372,-48000,-3634.8275862069,40600,,,1,15325.8687436391,16
3523,0,1,1,0,0,191,-306391,4619.68115697013,203,4597.67909375971,190614,-15000,-316480,-3806.42105263158,3781.52081863295,19,1022.79057591623,962.69696969697,200,18,-1692.76795580111,108,200,203,102,-72322,19,19,-50820,-3806.42105263158,-50820,198,18,110,191,,2415.82087005442,-6000,-15106.5,270000,,,,153871.158224449,12
3784,0,1,0,0,1,140,-314460,6210.71857717752,175,5995.66119335723,-319751,-40000,-356795,-3058.328125,7493.36260351226,79,-2013.73571428571,-2036.63057324841,169,13,-2400.45801526718,106,169,175,94,-231433,73,14,-40000,-2958.86075949367,-40000,157,13,112,140,2094.08691319152,6847.39458627295,-30000,-652,40000,,,,14313.7133513551,11
3524,1,1,0,1,1,125,-190530,5449.46131698529,141,5406.14288607392,-99304,-40000,-201458,-3575.4,8520.91520722164,26,-716.888,-719.594202898551,140,15,-1867.94117647059,88,140,141,80,-93385,26,15,-40000,-3591.73076923077,-40000,138,15,89,125,,4635.22279220032,-13000,,25700,,,,2845.09146681534,11
2070,0,0,0,0,1,79,-570514,17178.3929810955,89,16861.5232159862,-520520,-1e+05,-580437,-20080.12,25072.5702184678,25,-6581.69620253165,-6347.80487804878,85,13,-8150.2,66,85,89,63,-502003,25,13,-1e+05,-20080.12,-1e+05,82,13,68,79,,22541.0342254383,-50000,-2193,300,,,,11981.5479300464,10
2290,1,1,0,1,1,402,-634383,6600.11901645634,461,6602.85068020391,-428291,-23000,-685443,-1546.9453125,3487.14820194122,135,-1022.3184079602,-1003.02341920375,449,16,-1822.93965517241,148,449,461,136,-198237,130,17,-57000,-1479.28148148148,-57000,427,16,156,402,4509.24975282289,7396.01907179086,-23000,-1671,7942,,,,2899.41926473687,10
2341,0,1,0,1,1,148,-578585,10219.4491698194,181,9950.8395657894,-537565,-72000,-612489,-9528.97368421053,14810.3710983944,46,-3578.7027027027,-3257.9696969697,177,21,-4223.24817518248,97,177,181,88,-363351,41,21,-72000,-8053.84782608696,-72000,165,19,103,148,,13873.0921260055,-72000,-106,20000,2,-3714.5,,8439.09715550189,20
4066,0,1,1,0,0,94,-1206863,28986.8009829205,103,28458.8435760683,-1214729,-1e+05,-1296257,-26988.3703703704,30854.2071836966,27,-12607.1808510638,-12269.9898989899,103,15,-14033.2906976744,79,103,103,75,-728686,27,15,-2e+05,-26988.3703703704,-2e+05,99,14,82,94,,0,-1e+05,-1273.5,,1,-7340,,,12
2337,0,0,1,1,0,124,-342625,5211.41252549195,134,5159.0663254501,-114141,-30000,-351965,-4149.07692307692,6664.00808207408,27,-864.524193548387,-878.007692307692,133,19,-3005.48245614035,93,133,134,88,-113376,27,19,-30000,-4199.11111111111,-30000,130,18,95,124,,3980.18834722828,-14000,-19110.5,275394,,,,94839.5065669717,14
3289,0,0,0,1,1,375,-302131,3598.29424754256,393,3577.31410252328,-179344,-3000,-308072,-803.8125,811.926526055235,33,-470.186666666667,-463.421188630491,392,16,-953.094637223975,136,392,393,128,-26222,33,16,-40000,-794.606060606061,-40000,387,16,141,375,,1263.33256591503,-5000,-510.166666666667,5485,,,,1777.05205326124,12
4108,1,1,0,1,1,262,-274265,4090.97885106837,299,4033.7343833109,-62705,-9709,-309485,-1651.35294117647,2592.97004031521,41,-210.034351145038,-225.557553956835,287,9,-1269.74537037037,133,287,299,123,-76813,39,10,-59000,-1971.34146341463,-59000,278,8,138,262,10751.7627717505,2463.78266086926,-5141,,,,,,8819.61325682708,4
2028,0,0,1,1,0,230,-426540,6180.91054781064,259,6046.8431826323,-139516,-9500,-447560,-3252.83333333333,3108.84094622857,20,-587.7,-581.316666666667,251,23,-2132.7,108,251,259,103,-58607,19,23,-73000,-3175.35,-73000,240,22,114,230,,2616.29509039023,-3800,-95.5,,1,-392,1,,12
4174,1,0,1,1,0,321,-670502,11004.7661881849,373,10651.9031473013,192241,-40000,-705362,-3067.72,7196.39516662011,29,493.841121495327,568.760355029586,360,23,-2530.1962264151,140,360,373,130,-76693,25,23,-160000,-3025.62068965517,-160000,338,22,148,321,40673.4966942029,11952.1501116288,-40000,-3410.23076923077,124907,,,,25955.4061996817,15
2723,0,0,1,1,0,190,-772597,16180.711705842,234,17125.5090807009,-684082,-32000,-958309,-11301.1764705882,10661.8910705372,20,-3297.18421052632,-3167.0462962963,229,21,-4769.11728395062,110,229,234,100,-202620,19,21,-2e+05,-10581,-2e+05,216,20,116,190,,,-30000,-612.5,,,,,,6
4564,0,1,1,0,0,42,-57607,3391.81183413553,56,3329.91458110922,1108,-15000,-68633,-3785.33333333333,5975.41608593075,11,284.142857142857,21.7254901960784,53,8,-1600.19444444444,47,53,56,40,-42229,11,8,-15000,-3839,-15000,51,7,49,42,,2446.4281196153,-8000,-5000,150,,,,883.883476483184,8
3476,0,1,0,0,0,107,-285650,15538.7260735515,134,15320.7783539567,181857,-3800,-348106,-1342.66666666667,1747.43507270895,4,1717.8785046729,1490.63114754098,132,16,-3360.58823529412,83,132,134,73,-5028,4,17,-150000,-1257,-150000,122,11,91,107,,,,-1598,,,,,,3
2814,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16000,,1,-84,,,12
4154,1,0,0,1,1,361,-597659,3295.74178922781,444,3212.32004370657,-334427,-15800,-677702,-2569.66666666667,3036.78724060163,48,-819.648199445983,-840.268844221106,427,29,-1827.70336391437,150,427,444,138,-114400,45,29,-30000,-2431.25,-30000,398,29,158,361,,,-2700,,,,,,,6
4505,0,0,0,0,0,101,-243784,6742.71799148192,120,6527.60175355981,-105431,-4000,-261220,-4000,,1,-952.871287128713,-958.463636363636,117,14,-2802.11494252874,75,117,120,69,-4000,1,14,-37980,-4000,-37980,110,14,79,101,,9333.80951166243,-17000,-1007.7,7500,,,,3652.66018275917,8
4514,1,1,0,0,0,220,-1054772,14103.9392508218,277,13654.6202741532,-729142,-70000,-1178963,-19302.3333333333,21546.8363047257,14,-3058.83636363636,-2976.08979591837,269,28,-5247.62189054726,125,269,277,113,-173987,10,28,-137417,-12481.2142857143,-137417,245,27,133,220,,9329.77036639936,-30000,-10747.5555555556,128500,,,2,3560.96850121799,18
2749,1,1,0,1,1,154,-155818,2805.73325106166,176,2925.59427757598,-63991,-28000,-178501,-2768.73913043478,5613.91003784737,24,-378.487012987013,-378.644970414201,172,14,-1236.65079365079,95,172,176,86,-64116,24,15,-28000,-2671.5,-28000,169,13,97,154,,1672.30753750619,-2800,-1066.66666666667,3370,,,,1248.76161989922,10
3100,1,0,1,0,1,298,-418519,4882.77392066156,335,4836.76566004491,-124554,-32000,-443469,-2370.78787878788,5172.42731959747,38,-373.137583892617,-383.243076923077,331,28,-1567.48689138577,145,331,335,134,-93736,38,28,-44178,-2466.73684210526,-44178,325,28,148,298,,4631.54941677189,-7459,,,,,,,7
4403,0,0,0,1,0,61,-380386,21500.5629714831,75,20615.2944271311,-143969,-1e+05,-391803,-20745.4,33160.0951676773,18,-2499.44262295082,-2148.79104477612,72,8,-7924.70833333333,53,72,75,48,-316219,17,9,-1e+05,-17611.3333333333,-1e+05,67,7,57,61,601.040764008565,34443.5662182238,-1e+05,-8360.5,238600,,,,15503.4765162821,10
4233,1,0,0,0,1,259,-606739,25882.0944192676,304,25094.8941987073,-803393,-80000,-1104285,-6911.61538461539,16203.3618985325,27,-1310.34749034749,-2869.26071428571,298,27,-2528.07916666667,132,298,304,122,-182702,27,27,-405000,-6766.74074074074,-405000,280,27,138,259,,,-100,,1010,,,1,9499.47542411334,13
3306,0,1,1,1,0,120,-478014,9708.51276281638,148,9597.02274022763,-289113,-30000,-505649,-7312.73684210526,7672.6163027258,23,-2244.9,-2125.83088235294,139,21,-4509.56603773585,85,139,148,77,-148126,23,21,-83000,-6440.26086956522,-83000,136,20,88,120,,6013.00048822092,-20000,-21166.6666666667,263006,,,,37481.5403266347,14
4945,1,0,1,0,0,100,-65079,3218.61131289647,127,3127.31620032016,9400,-30000,-83051,-3586.46153846154,7449.27351965198,16,260.37,81.0344827586207,123,14,-784.084337349398,84,123,127,75,-56924,16,14,-30000,-3557.75,-30000,116,14,89,100,,4720.94960181288,-10000,,32000,,,,10355.7385333654,9
2256,0,1,1,0,1,140,-308282,7411.80414438833,169,7267.54006072526,79453,-4000,-314979,-1437.33333333333,1525.43009235647,6,598.857142857143,496.58125,166,26,-2526.90163934426,98,166,169,88,-4427,4,26,-60000,-938.833333333334,-60000,160,26,102,140,,1656.44186220258,-5000,-4979.33333333333,110000,2,-1030.5,,27070.8808541987,17
2910,1,0,1,0,1,169,-209061,3600.29731061248,194,4668.72428850259,-159042,-30000,-300655,-3207.24137931034,8984.05210321475,35,-754.627218934911,-888.502793296089,192,15,-1393.74,110,192,194,105,-118135,33,15,-40000,-4540.57142857143,-40000,179,14,118,169,,11507.1841968844,-40000,-1623,836,,,,399.269750085495,11
2344,1,1,1,1,0,158,-303618,10740.8512390721,192,10552.2632704161,-218455,-1900,-449746,-660,904.980633697993,20,-681,-1255.48850574713,184,21,-2138.15492957747,101,184,192,93,-10140,16,21,-1e+05,-900.5,-1e+05,174,20,106,158,,345.266274055257,-1000,-11711,,,,,,11
2617,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0742170059,-5000,-24273.8571428571,488400,,,,144435.838908762,10
4169,1,1,1,0,1,97,-115565,4095.58610789084,113,4008.21041617773,-48932,-30000,-123274,-4917.55555555556,9110.96811296997,10,-451.938144329897,-461.622641509434,111,7,-1561.68918918919,77,111,113,69,-45458,10,7,-30000,-4545.8,-30000,106,7,81,97,,,-178,,,,,,,2
4616,1,1,1,0,0,115,-399582,12331.3049337559,142,11730.7984913754,-195084,-20000,-410988,-2902.6875,4715.01031293488,21,-1653.87826086957,-1560.672,139,16,-4119.40206185567,72,139,142,68,-49443,17,16,-1e+05,-2483.85714285714,-1e+05,125,15,80,115,,1064.500410991,-3000,-5960,12169,,,,3664.0819859823,10
3864,1,1,1,0,0,117,-126735,1901.07766028484,135,3247.5240850114,-66124,-6000,-167969,-1575.9,5000.00573015545,36,-490.452991452991,-533.258064516129,131,14,-1218.60576923077,92,131,135,86,-54177,32,14,-30000,-2396.11111111111,-30000,124,13,97,117,,8968.20280274209,-30000,-6091.5,18250,1,-50,,4056.45167192544,12
2025,0,0,1,0,1,139,-1067689,26280.8382965557,170,25434.3599088359,2119852,-20000,-1291209,-12500,9790.84267738652,3,13880.9136690647,13502.2420382166,168,27,-9365.69298245614,90,168,170,82,-26599,3,27,-189086,-8866.33333333333,-189086,157,26,95,139,406586.399182265,,-20000,-37301.4,420000,,,,105768.885111937,21
3310,1,0,0,1,0,275,-449130,5242.40002310677,325,5116.92233690778,68803,-50000,-482808,-1821.79746835443,5325.824406429,88,170.338181818182,227.072607260726,318,15,-1848.27160493827,142,318,325,130,-153260,86,16,-50000,-1770.42045454545,-50000,303,15,149,275,,9648.28090833563,-50000,-756.222222222222,12000,,,,7643.85841238386,12
4325,0,1,1,1,0,146,-442805,10735.1820647725,163,10552.4177693655,-342221,-8181,-475230,-1583.58823529412,2342.1291077464,17,-2315.08904109589,-2179.75159235669,163,26,-3162.89285714286,94,163,163,88,-26921,17,26,-116218,-1583.58823529412,-116218,157,25,97,146,,4600.18434413231,-10000,-1374,,5,-1439.6,4,647.002704785691,18
3688,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.95470968043,-6500,-17275.3333333333,15000,,,2,9192.38815542512,15
4593,0,0,1,0,1,71,-402915,7731.9347550332,82,7604.17358479696,-414871,-50000,-440560,-5938.58064516129,7778.00679311262,70,-5512.88732394366,-5387.93506493507,80,7,-5925.2205882353,65,80,82,60,-391648,68,8,-50000,-5759.48571428572,-50000,77,7,67,71,3759.68675556887,5941.81106618923,-20000,,,,,,4233.56826447856,7
2340,1,1,1,1,0,141,-148956,3510.86199787807,144,3510.86199787807,-74269,-12000,-149956,-2839.58333333333,3381.95014904213,12,-519.63829787234,-515.756944444444,144,7,-1182.19047619048,95,144,144,92,-34075,12,7,-36000,-2839.58333333333,-36000,144,7,95,141,,218.238401753679,-2000,-551,,,,,0,6
3625,1,0,0,1,1,106,-95923,4310.36540055714,106,4310.36540055714,-29524,-4000,-95923,-976.448275862069,993.710384159392,29,-278.528301886792,-278.528301886792,106,9,-1115.38372093023,69,106,106,69,-28317,29,9,-40000,-976.448275862069,-40000,106,9,69,106,,1869.28007532312,-4000,,2000,,,,,3
4641,0,1,0,1,0,50,-71643,4194.72199067989,61,4172.77263082611,-43631,,-85020,,,1,-779.08,-765.456140350877,60,9,-1791.075,49,60,61,43,-700,1,9,-26000,-700,-26000,57,8,52,50,,,-700,-4051.66666666667,51280,,,,7117.35285188123,12
3440,1,0,1,1,1,121,-1051896,18311.4179028644,132,18506.1699976005,-884492,-70000,-1103027,-23130.4166666667,25200.6232298775,12,-7302.51239669421,-7133,131,20,-9830.80373831776,85,131,132,82,-277565,12,20,-96000,-23130.4166666667,-96000,124,20,89,121,23852.4115534817,,,-6073.33333333333,49018,,,,14899.5009729328,8
4459,1,0,0,1,1,419,-349549,4449.47590877343,498,4333.65715539338,131253,-10000,-459507,-1403,2111.92169371838,35,526.935560859189,285.332608695652,485,19,-949.861413043478,155,485,498,143,-37556,30,19,-50000,-1233.42857142857,-50000,460,19,162,419,,,,-402,3560,,,,,5
3831,1,1,1,1,0,238,-1687652,33794.9067950803,288,33087.1947522775,-1355631,-1e+05,-2005497,-7960.04347826087,35693.061829176,28,-4850.3025210084,-5193.98850574713,276,25,-8272.80392156863,123,276,288,112,-455211,27,25,-292650,-16292.3571428571,-292650,261,21,130,238,25455.8441227157,61643.2803783959,-160000,-16763.5714285714,5098,,,,25528.9854717766,14
2689,1,0,0,1,1,150,-565177,14355.8501883333,173,14078.8112998182,58029,-8000,-598811,-4356.5,2684.58189585558,10,396.026666666667,358.203703703704,171,18,-4594.9349593496,99,171,173,91,-35562,10,19,-120000,-3556.2,-120000,162,18,105,150,,3619.79387074273,-8000,-6169.625,34119,,,,8116.38980362849,12
2000,1,0,1,0,0,332,-437045,5708.85478571511,377,5614.29898520307,-321029,-34100,-521006,-2193.09803921569,5630.8206235659,53,-761.987951807229,-906.861581920904,368,19,-1517.51736111111,140,368,377,129,-137848,53,19,-76000,-2600.90566037736,-76000,354,18,147,332,,6292.46998971219,-20000,-4956.33333333333,15645,1,-1016,,2887.99735303049,13
2926,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.40124323345,-3000,,13200,,,,52560.9699935862,5
4749,0,1,0,0,1,266,-789981,6317.67824818529,312,6822.33449533172,-544748,-50000,-947789,-4822.60377358491,7291.19692481908,57,-2157.40601503759,-1884.94117647059,301,30,-3185.40725806452,105,301,312,92,-259698,55,30,-75000,-4853.47368421053,-75000,289,28,112,266,,5103.10598666255,-15100,,,2,-2146,4,1462.08390092133,11
4772,0,1,1,1,1,87,-393828,15101.1476950716,99,14851.493136181,-280628,-133360,-419068,-7606.26470588235,20588.0010854089,41,-3033.01149425287,-2985.40425531915,98,16,-4862.07407407407,67,98,99,62,-275613,39,16,-133360,-6893,-133360,94,16,71,87,,6465.07926662034,-30200,-4655.5,7400,,,,38640.1008435537,13
2589,0,0,0,0,1,63,-194629,6734.73138536324,65,6734.73138536324,62383,-33000,-195009,-5034.4,8018.69422511309,30,996.238095238095,959.738461538462,65,9,-3672.24528301887,49,65,65,47,-151032,30,9,-33000,-5034.4,-33000,65,9,49,63,,7910.3744418026,-20000,-5238,,,,,,3
3659,1,0,0,0,0,47,-323549,28301.6820898251,51,28301.6820898251,-319328,-190180,-324637,-9580.74193548387,34277.6129400009,31,-6771.06382978723,-6516.89795918367,49,9,-7353.38636363636,33,49,51,31,-297003,31,10,-190180,-9580.74193548387,-190180,49,9,33,47,,3633.82382621943,-10342,-501,,,,,,5
4305,0,0,0,0,0,97,-262863,16906.4936852114,107,16906.4936852114,-195806,-4950,-410205,-1679.44827586207,1703.87075460174,32,-499.628865979381,-1882.75,104,19,-3021.41379310345,73,104,107,68,-53856,32,19,-139500,-1683,-139500,104,18,73,97,,3676.24615208925,-15000,-18037.3,153707,1,-816,,35755.3767302905,14
3441,1,0,1,1,0,202,-363874,8719.67611359112,202,8719.67611359112,-118607,-40000,-363874,-2015.75862068966,5636.50682015877,58,-587.163366336634,-587.163366336634,202,13,-2044.23595505618,105,202,202,105,-116914,58,13,-1e+05,-2015.75862068966,-1e+05,202,13,105,202,,138.130373198656,-500,-4112,20000,,,,10095.1374515985,7
2057,1,1,0,1,0,84,-148716,12033.0591606968,97,11963.1687592734,-182884,-15000,-254257,-5463.3,5967.19946647733,11,-925.309523809524,-1987.86956521739,94,15,-2009.67567567568,67,94,97,61,-54633,10,16,-1e+05,-5001.45454545455,-1e+05,92,15,69,84,,,,,,,,,,5
3296,1,0,1,0,1,124,-210548,8793.12543145393,124,8793.12543145393,-108455,-7700,-210548,-1381.27272727273,2079.97990333282,22,-874.637096774194,-874.637096774194,124,12,-1879.89285714286,79,124,124,79,-30388,22,12,-90000,-1381.27272727273,-90000,124,12,79,124,,,-200,,20000,,,,,3
4917,0,0,1,0,0,115,-468657,16315.3246326235,122,23876.0352581192,-455867,-1e+05,-662196,-21831.5333333333,39486.616195818,15,-3963.79130434783,-3929.88793103448,120,14,-4299.60550458716,83,120,122,82,-327473,15,14,-193008,-21831.5333333333,-193008,116,14,87,115,20207.2594216369,7534.0338907299,-20000,-3560.5,,,,,19687.520514275,9
3134,0,0,0,0,1,182,-152560,1881.18304173998,214,1877.45587618389,-38937,-14500,-180720,-1749.10344827586,2544.0153421825,64,-678.483516483517,-183.665094339623,213,11,-959.496855345912,116,213,214,104,-108189,64,11,-14500,-1690.453125,-220280,212,11,117,182,48664.6740788429,878.627247989209,-3000,-1179.28571428571,4300,,,,34316.4580670364,6
3122,0,0,1,0,0,259,-466275,9291.44771740408,301,9378.45936727903,-169071,-4000,-533599,-1059.75,9544.35678008677,17,-574.949806949807,-593.231578947369,297,21,-1984.14893617021,131,297,301,120,-19436,14,21,-120000,-3550.70588235294,-120000,285,20,138,259,,14810.4864474305,-40000,,,,,,23155.7822274841,13
4006,1,1,0,1,0,656,-5141995,62327.93761116,686,61720.7236904482,-493143,-6e+05,-5795952,-132736.806451613,143460.80470878,36,136.769817073171,-732.753343239227,681,24,-16272.1360759494,159,681,686,149,-4656431,35,24,-6e+05,-129900.861111111,-6e+05,673,24,164,656,,,-150000,-68,178842,,,,13166.1122482679,8
2990,1,0,0,0,1,184,-342390,7058.90520990781,237,6845.35119552892,-291687,-9000,-375853,-1593.45238095238,1682.46538631058,44,-1482.75,-1395.63157894737,223,19,-2002.28070175439,111,223,237,99,-71289,44,19,-80000,-1620.20454545455,-80000,209,19,117,184,,2029.78401501713,-9000,-4583.76923076923,6500,11,-354.727272727273,,8697.22896657146,18
3471,0,0,0,0,1,96,-162157,4195.89106326679,124,4145.30847745585,-30618,-25000,-191105,-4537.55555555556,6950.28530262455,12,-185.989583333333,-280.899082568807,118,17,-1953.69879518072,80,118,124,70,-52338,11,18,-25000,-5194.83333333333,-25000,109,17,87,96,,,,-5000,2050,,,,,7
4138,0,1,0,1,0,137,-231515,9130.02729283982,157,10207.9586521822,-130831,-16000,-332614,-1650.34090909091,5865.36587182426,47,-935.656934306569,-914.902097902098,154,14,-1945.50420168067,93,154,157,87,-72615,44,14,-1e+05,-2315.8085106383,-1e+05,143,12,99,137,707.106781186548,12675.2331283154,-35000,-31,,,,,854.400374531753,10
2404,0,0,1,0,0,211,-626711,7609.5248558259,244,8060.04205198565,-445058,-20000,-705840,-4996.26315789474,5080.7348249938,21,-2069.47867298578,-1986.86607142857,239,26,-3315.93121693122,122,239,244,113,-94929,19,27,-62980,-5039.47619047619,-62980,224,24,127,211,,,,,,,,,,3
4330,0,0,1,0,0,215,-380509,6717.7218853837,264,7065.11562179211,-170689,-9000,-466294,-1757.74285714286,3512.28165577144,43,-759.711627906977,-726.336170212766,254,16,-1931.51776649746,119,254,264,109,-64193,38,17,-80000,-2091.79069767442,-80000,235,15,127,215,2237.28585567424,5089.7735635394,-21800,-4051.5,300,1,-100,1,35018.5477007746,15
2038,0,1,0,0,0,151,-270373,4893.53428172015,175,4804.19196575456,-214458,-54000,-300219,-5422.5,10355.0134366811,26,-1267.05960264901,-1291.9156626506,172,15,-2002.76296296296,101,172,175,91,-134240,26,15,-54000,-5163.07692307692,-54000,166,14,104,151,23726.640940091,20162.2681842883,-56775,-9810.4,1000,,,,19172.8057021112,12
2738,1,0,0,0,1,2,-1184,1307.9511649905,13,9343.90497418861,-6368,,-30515,,,,-522.5,-1061.33333333333,10,5,-1184,4,10,13,2,,,5,-24000,,-24000,6,2,8,2,1524.90830325411,7375.53261127629,-18000,-62,,,,,1109.08713213465,8
3866,0,0,0,0,1,95,-68827,3560.22781127784,113,3544.8525450893,-44295,-1800,-111761,-528.2,6722.02828822464,13,-195.831578947368,-430.04854368932,110,13,-930.094594594595,67,110,113,61,-29282,11,14,-24000,-3367.84615384615,-24000,103,12,73,95,6783.27535192255,7810.52303697461,-24000,-866,50433,,,,23730.2532488498,14
